,Q1A1,Q1A2,Q2A11,Q2A12,Q2A2,Q2A3,Q3,Q4A1,Q4A2,Q4A3,Q4A4,Q4A5,Q4A6,Q4A7,Q5A1,Q5A2,Q5A3,Q5A4,Q5A5,Q5A6,Q5A7,Q6A1,Q6A2,Q6A3,Q6A4,Q7,Q7A1,Q7A2,Q7A3,Q8A1,Q8A2,Q8A3,Q8A4,Q8B1,Q8B2,Q8B3,Q8B4,Q9A1,Q9A2,Q9A3,Q9A4,Q9A5,Q9B1,Q9B2,Q9B3,Q9B4,Q9B5,Q11A1,Q11A2,Q11B1,Q11B2,Q12A1,Q12A2,Q12B1,Q12B2,Q13A1,Q13A2,Q13A3,Q13A4,Q13B1,Q13B2,Q13B3,Q13B4,Q14A1,Q14A2,Q14A3,Q14A4,Q14B1,Q14B2,Q14B3,Q14B4,Q15,Q15A1,Q15A2,Q15B1,Q15B2,Q15C,Q16A1,Q16A2,Q16A3,Q16A4,Q16A5,Q16A6,Q17A01,Q17A02,Q17A03,Q18A1,Q18A2,Q18A3,Q18A4,Q18A5,Q19A1,Q19A2,Q19A3,Q20A1,Q20A2,Q20A3,Q20A4,Q20A5,Q20A6,Q20A7,Q21A1,Q21A2,Q21A3,Q21A4,Q21A5,Q21A6,Q21A7,Q21A8,Q22A1,Q22A2,Q22A3,Q22A4,Q22A5,ADQ1,ADQ2,ADQ3,ADQ3A,ADQ4,ADQ5,ADQ6,ADQ7,ADQ8,ADQ9,ADQ101,ADQ102,ADQ103,y
385,1,2,1,0,2,2,1,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,1,0,30,0,2,2,1,1,3,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,4,4,3,3,1,4,3,4,3,3,2,3,2,3,4,4,3,3,4,3,4,3,3,4,3,3,4,4,4,4,2,4,3,4,3,3,59,1,4,1,4,1,1,2,2,9,5,1,1,4
386,1,2,1,0,2,2,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,1,1,1,0,30,0,1,1,1,1,3,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,4,3,3,1,2,3,3,3,3,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,1,2,3,3,3,3,59,1,7,0,3,1,1,2,2,9,16,1,2,1
387,1,1,1,0,2,2,1,3,3,3,3,3,2,2,3,4,3,4,3,2,2,3,3,2,3,1,10,30,0,3,3,2,1,4,4,4,1,3,3,2,2,3,3,3,2,1,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,2,3,2,3,4,1,3,4,3,3,3,3,3,3,3,3,2,3,4,3,3,2,2,3,2,3,2,3,3,3,3,1,2,2,2,2,2,59,1,4,1,4,1,1,3,2,11,1,1,1,3
388,1,2,1,0,2,2,1,3,3,3,2,3,2,2,3,3,3,4,3,3,3,3,3,3,3,1,0,30,0,1,1,1,1,3,3,3,1,1,1,1,1,1,4,4,1,1,2,1,1,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,0,0,0,0,0,0,2,3,2,1,2,2,3,3,2,3,2,3,3,3,2,2,2,2,3,3,2,3,1,3,2,2,1,3,3,2,3,2,2,2,3,3,2,59,*,*,0,3,1,2,1,2,9,*,1,1,1
389,1,2,1,0,2,1,1,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,2,3,2,1,0,30,0,1,1,1,1,4,2,2,2,1,1,1,1,1,3,4,1,1,1,1,1,2,3,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,2,3,4,3,3,3,4,3,3,3,3,4,3,3,3,4,3,4,4,3,3,4,3,3,2,2,3,4,3,3,2,3,3,3,3,3,59,1,7,0,3,1,1,1,2,9,2,1,1,1
390,1,1,1,0,2,2,1,3,3,2,2,2,2,2,3,4,3,3,3,3,3,2,2,3,3,1,0,30,0,1,1,1,1,4,1,3,3,1,1,1,1,1,4,4,3,2,3,1,1,3,2,1,1,3,3,1,1,1,1,3,4,2,2,1,1,1,1,3,2,2,2,0,0,0,0,0,0,2,3,3,4,3,3,3,4,3,3,2,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,59,1,4,1,3,1,1,2,2,9,1,1,1,5
391,1,1,1,0,2,2,1,3,3,3,3,4,3,2,3,4,3,4,3,3,3,3,2,3,2,1,10,30,0,2,2,1,1,4,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,2,1,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,4,3,2,3,2,4,3,3,4,3,2,3,3,2,3,2,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,2,2,3,2,59,1,7,0,3,1,1,2,2,10,16,1,1,1
392,1,2,1,0,2,2,1,3,2,3,3,3,2,3,3,4,3,3,3,3,3,2,3,3,2,1,0,30,0,1,1,1,1,3,2,1,1,1,1,1,1,1,3,4,1,1,1,1,1,2,3,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,2,4,3,2,3,3,3,2,4,3,3,3,4,3,3,3,4,4,3,3,3,4,3,4,3,2,3,4,4,3,3,2,3,3,3,2,2,59,2,5,1,3,1,2,2,2,10,16,1,1,1
393,1,1,1,0,1,2,1,3,4,3,3,4,2,3,3,4,3,3,4,2,3,2,1,1,2,1,15,30,0,3,2,3,2,4,2,3,2,3,1,1,3,1,3,4,1,3,1,2,1,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,0,0,0,0,0,0,3,4,4,3,2,3,3,3,4,3,2,3,4,3,3,4,3,3,4,4,3,2,3,3,3,4,4,3,2,3,3,4,3,4,3,2,3,59,*,*,0,4,1,1,2,2,11,*,1,1,5
394,1,2,1,0,2,2,1,3,3,2,3,4,3,3,2,3,2,2,3,3,3,2,1,2,3,1,30,30,0,2,2,3,2,3,2,3,3,3,4,3,3,3,3,2,3,3,3,2,2,2,3,3,3,2,3,2,3,2,2,2,2,2,3,2,3,3,3,3,2,3,3,0,0,0,0,0,0,2,3,3,2,3,3,3,2,3,2,2,3,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,2,2,3,3,3,2,3,3,3,2,59,1,2,0,4,1,1,2,2,9,9,1,1,1
395,1,2,1,0,2,2,1,3,3,2,3,3,3,3,3,4,2,3,4,3,3,3,3,3,3,1,0,30,0,1,1,1,1,4,2,3,1,1,1,1,1,1,3,4,2,3,1,1,1,3,4,1,1,3,3,1,1,1,1,2,2,2,2,1,1,1,1,3,1,2,2,0,0,0,0,0,0,3,3,3,3,4,2,3,3,3,3,2,3,3,3,4,3,2,3,4,4,2,3,2,3,3,2,3,3,3,3,3,2,2,1,2,2,2,59,1,7,0,4,1,1,3,2,9,3,1,1,5
396,2,1,1,0,2,2,1,3,3,2,3,3,3,3,3,3,4,3,3,2,3,2,3,2,3,1,15,30,0,3,3,2,2,4,3,3,2,2,2,2,2,2,3,4,2,3,1,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,0,2,3,2,3,3,3,3,3,3,2,2,3,2,2,2,2,2,3,3,3,2,2,3,3,2,3,3,3,3,3,3,2,2,3,3,3,2,59,1,4,1,3,1,1,2,2,9,9,1,1,5
397,1,2,1,0,2,2,1,3,3,2,3,3,3,2,4,4,4,4,4,4,4,3,2,3,3,1,10,30,0,3,1,2,1,4,4,4,4,1,1,3,3,2,4,4,4,4,4,3,3,4,4,4,4,4,4,2,2,1,2,2,2,1,2,1,3,3,4,1,3,3,4,0,0,0,0,0,0,3,3,4,3,3,3,3,3,4,4,4,3,3,4,4,3,4,4,4,2,3,4,3,2,3,3,4,4,4,3,3,3,4,3,4,3,3,59,1,5,1,4,1,1,2,2,9,11,1,2,2
398,1,1,1,0,2,2,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,1,15,30,0,3,2,2,1,4,3,3,2,2,2,3,2,1,3,4,3,3,2,2,2,3,3,2,2,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,59,1,5,1,4,1,1,1,2,9,4,1,1,5
399,1,1,1,0,2,2,1,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,2,3,1,20,30,0,3,2,2,1,4,3,4,2,3,3,2,2,2,4,4,3,3,2,3,3,4,4,3,3,3,3,1,1,1,1,1,1,1,1,3,3,3,3,4,4,3,3,0,0,0,0,0,0,4,4,3,3,4,3,3,3,2,4,4,4,4,3,4,3,3,4,4,3,2,3,3,4,4,3,3,4,4,3,3,4,4,4,3,3,3,59,1,7,0,3,1,1,2,2,10,3,1,1,5
400,1,1,3,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,0,4,3,3,2,2,1,2,2,3,2,2,0,0,0,0,0,0,0,3,2,2,3,3,3,4,3,3,3,4,3,3,59,1,5,1,2,1,1,1,2,6,3,1,1,1
401,2,2,3,0,2,2,2,2,1,2,2,2,1,1,3,3,3,3,4,3,3,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,0,0,0,0,0,0,3,3,4,2,1,2,1,2,2,2,1,0,0,0,0,0,0,0,2,2,2,3,3,2,3,2,2,2,2,3,2,59,1,14,0,3,2,1,3,1,4,9,1,2,1
402,2,2,3,0,2,2,1,2,2,1,1,1,1,1,3,3,2,2,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,3,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,2,2,3,4,3,3,2,2,1,2,2,2,59,1,6,0,2,1,1,1,2,6,12,2,2,1
403,1,2,3,0,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,3,3,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,4,4,3,3,4,4,4,3,3,3,3,3,3,59,1,4,1,3,1,1,2,2,9,13,1,1,5
404,1,2,2,0,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,2,0,0,0,0,0,0,4,3,4,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,3,2,3,3,4,3,3,3,2,2,3,3,3,59,1,6,0,2,1,1,1,2,9,14,2,2,1
405,2,2,2,0,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,0,3,3,4,2,1,1,1,1,2,2,1,0,0,0,0,0,0,0,2,2,3,3,3,1,2,2,1,1,2,2,3,59,1,9,0,2,1,1,1,2,6,11,1,1,1
406,2,2,2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,0,0,0,0,0,0,4,3,3,3,2,2,3,2,1,2,1,0,0,0,0,0,0,0,2,2,3,3,3,3,3,1,2,2,1,3,1,59,1,6,0,2,1,1,1,2,5,15,1,1,2
407,2,2,3,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,0,0,0,0,0,0,1,1,1,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,2,2,2,1,1,2,2,2,2,2,2,2,2,59,2,4,2,3,2,1,1,2,3,15,1,2,1
408,2,2,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,30,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,3,2,1,4,2,3,3,3,4,1,3,3,3,2,1,2,3,2,4,3,3,2,3,2,2,4,3,3,3,2,3,2,1,2,3,3,60,2,4,2,2,1,1,1,1,2,14,2,2,5
409,1,2,1,0,2,2,1,3,3,3,3,3,3,3,4,2,2,4,3,2,3,3,2,2,3,1,0,30,0,1,1,1,1,4,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,4,3,3,3,3,3,4,4,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,2,1,3,3,3,3,3,60,2,11,0,2,1,2,1,2,2,11,2,2,2
410,2,1,1,0,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,0,28,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,4,3,4,3,3,3,4,4,3,4,3,4,3,3,4,3,3,4,4,3,4,3,4,3,4,3,4,4,3,3,4,4,3,4,3,3,60,2,6,0,1,1,2,1,2,4,12,2,2,5
411,1,2,1,0,2,2,1,2,1,1,1,1,1,1,3,2,1,3,1,1,1,2,2,1,3,1,0,30,0,1,1,1,1,2,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,3,2,3,2,1,4,3,3,2,2,3,3,2,2,2,1,3,2,2,3,2,1,1,2,2,3,3,3,2,3,3,3,2,3,3,2,60,2,9,0,3,1,2,3,2,3,2,1,1,2
412,1,2,1,0,2,2,1,2,3,2,2,2,2,3,2,3,3,3,3,2,3,3,3,2,3,1,0,30,0,1,1,1,1,3,2,3,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,3,3,1,2,1,3,2,2,2,3,2,2,3,2,2,3,3,2,2,3,2,2,2,2,2,3,2,2,1,2,1,2,2,2,2,1,60,1,4,2,2,1,1,3,1,3,9,1,1,5
413,1,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,0,30,0,1,1,1,1,3,2,3,1,1,1,1,1,1,3,3,2,2,1,1,1,2,2,1,1,3,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,0,0,0,0,0,0,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,1,3,3,2,2,3,4,3,3,3,3,3,3,3,2,60,*,*,0,3,1,1,2,1,3,*,1,1,2
414,1,2,1,0,2,2,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,1,1,1,1,0,20,0,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,3,4,3,2,2,3,4,4,3,2,2,2,2,2,2,1,3,3,2,3,2,2,3,2,2,3,4,3,3,3,3,2,2,3,2,3,60,2,6,0,2,1,2,1,2,3,13,2,2,2
415,1,2,1,0,2,2,1,2,2,2,1,2,2,2,2,2,2,3,2,1,2,2,2,2,2,1,2,30,0,2,1,1,1,3,1,2,1,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,3,3,3,2,3,3,4,3,3,3,2,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,60,1,7,0,2,1,1,2,2,7,2,1,1,1
416,1,2,1,0,2,2,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,3,2,2,3,1,0,20,0,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,3,4,3,2,3,4,3,3,2,3,3,2,2,3,3,2,2,3,2,2,2,2,3,2,3,2,3,3,3,3,3,3,3,4,3,3,60,1,4,1,3,1,1,4,2,8,16,1,2,2
417,1,2,1,0,2,2,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,2,1,3,1,0,25,0,1,1,1,1,2,1,3,1,1,1,1,1,1,2,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,4,3,3,3,3,2,2,1,4,3,4,4,3,3,4,3,3,4,4,2,1,1,3,3,3,4,3,4,4,3,2,3,3,3,3,3,60,1,5,1,3,1,1,2,2,8,3,1,1,5
418,1,2,1,0,2,2,1,2,1,1,2,2,2,2,2,2,2,3,1,1,1,2,2,2,2,1,1,30,0,2,1,1,1,4,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,2,2,3,2,2,3,2,3,0,0,0,0,0,0,1,3,1,2,3,4,2,2,3,3,2,3,2,2,2,2,2,2,3,4,4,3,3,3,2,1,2,3,3,2,4,2,2,2,2,2,2,60,2,5,1,2,1,2,1,2,8,9,1,1,1
419,2,1,1,0,2,2,1,1,1,1,1,1,1,1,3,3,2,3,2,2,1,3,3,2,2,1,0,15,0,1,1,1,1,3,2,2,2,1,1,1,1,1,2,3,2,2,2,1,1,3,3,1,1,3,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,2,2,3,2,3,2,2,3,2,2,2,3,2,2,2,3,2,2,3,2,2,3,3,2,3,3,3,3,3,2,3,3,2,2,60,1,8,0,3,1,1,2,2,8,2,1,1,5
420,1,1,1,0,2,2,1,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,20,20,0,3,1,2,2,2,4,2,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,2,3,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,0,0,0,0,0,0,2,3,3,3,2,2,3,4,4,3,4,3,3,3,2,3,3,3,3,3,3,2,2,2,3,3,4,3,3,2,2,2,2,2,2,2,2,60,1,5,1,3,1,1,2,2,8,1,1,1,5
421,1,2,1,0,2,2,1,2,2,2,2,2,2,3,3,3,2,3,2,2,3,2,2,2,1,1,0,30,0,2,2,2,1,3,2,2,2,1,1,1,1,1,3,4,2,2,2,1,1,2,2,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,0,0,0,0,0,0,2,4,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,4,3,3,3,3,3,2,3,2,2,3,3,3,3,60,2,11,0,3,1,2,2,2,7,16,1,2,5
422,1,2,1,0,2,2,1,1,1,1,1,1,1,1,3,4,3,4,4,3,3,3,3,2,3,1,0,30,0,1,1,1,1,4,3,3,1,1,1,1,1,1,2,4,2,3,1,1,1,2,2,1,1,3,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,0,0,0,0,0,0,2,3,2,2,4,4,3,3,2,3,4,3,2,2,2,2,2,3,4,3,3,3,2,4,3,2,3,3,3,2,2,2,2,2,2,2,2,60,1,7,0,2,2,1,3,2,7,9,1,1,5
423,1,2,1,0,2,2,1,2,2,2,3,2,2,2,3,3,3,3,4,4,3,3,4,3,3,1,0,7,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,3,3,2,3,2,2,3,3,2,3,3,2,2,2,2,3,3,2,2,3,2,3,2,3,2,2,3,3,2,3,2,3,3,3,2,2,60,1,4,1,3,1,1,1,2,8,9,1,1,1
424,1,1,1,0,2,2,1,2,3,3,2,2,3,3,2,3,2,3,3,2,3,2,1,2,2,1,0,30,0,1,1,1,1,4,1,2,1,1,1,1,1,1,3,4,3,1,2,1,1,2,2,1,1,4,3,1,1,1,1,2,1,2,2,1,1,1,1,3,2,3,2,0,0,0,0,0,0,2,4,2,2,4,3,3,3,4,4,3,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,60,2,4,1,3,1,2,2,2,8,1,1,1,5
425,1,2,1,0,2,2,1,2,3,2,2,3,2,3,3,3,2,3,3,2,3,2,2,1,2,1,0,30,0,1,1,2,1,3,3,3,2,1,1,1,1,1,3,3,1,1,1,1,1,3,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,0,0,0,0,0,0,2,3,2,2,2,3,3,3,3,2,2,2,2,1,2,2,2,2,3,3,3,2,2,3,3,2,2,3,3,3,3,2,2,2,3,3,3,60,2,5,1,2,1,2,1,2,8,16,1,2,4
426,1,2,1,0,2,2,1,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,1,0,30,0,1,1,1,1,4,4,4,1,1,1,1,1,1,3,4,3,3,3,1,1,3,3,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,0,0,0,0,0,0,2,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3,2,2,2,2,3,2,60,1,5,1,4,1,1,2,1,7,15,1,1,5
427,1,1,1,0,1,2,1,3,3,3,3,2,3,3,4,4,4,4,4,3,4,2,2,3,2,1,20,30,0,3,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,3,3,2,2,3,2,2,3,2,2,3,3,2,2,2,3,3,3,2,3,2,3,3,3,3,3,3,2,2,3,3,2,2,2,1,2,60,1,5,1,3,1,1,3,2,7,9,1,1,5
428,1,2,1,0,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,3,1,0,30,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,4,2,2,1,2,3,3,4,2,2,3,2,2,2,2,2,3,3,2,1,1,1,3,3,2,4,3,4,3,3,1,3,2,3,3,2,60,2,4,1,2,1,1,3,1,5,9,1,1,5
429,1,2,1,0,2,2,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,3,2,3,3,1,0,30,0,1,1,1,1,3,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,4,3,1,1,1,4,3,3,3,2,2,3,2,2,2,1,3,3,3,2,3,1,3,2,2,3,3,3,2,3,1,2,2,2,3,1,60,1,4,1,2,1,1,1,2,6,15,2,2,2
430,1,2,1,0,2,2,1,2,2,1,1,2,1,1,3,3,2,3,2,2,2,2,1,2,2,1,0,25,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,1,0,0,0,0,0,0,3,4,3,4,3,4,4,4,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,4,3,4,4,3,3,4,3,4,4,3,4,3,4,60,*,*,0,2,1,2,2,2,6,*,1,1,5
431,2,1,1,0,2,2,1,1,1,2,1,1,1,2,3,3,1,3,2,1,1,2,2,1,2,1,0,30,0,1,1,1,1,3,2,2,1,1,1,1,1,1,3,4,1,1,1,1,1,2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,3,2,2,2,3,3,2,3,3,3,3,3,2,2,2,3,3,2,2,3,2,3,3,2,3,3,3,2,3,2,2,3,3,3,2,60,2,4,2,2,1,1,1,2,5,2,1,1,5
432,1,2,1,0,2,2,1,3,2,2,2,2,1,1,3,3,3,3,1,1,1,2,2,1,1,1,0,30,0,1,1,1,1,3,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,4,3,1,3,1,4,3,4,2,1,2,1,2,2,2,1,3,3,2,3,2,1,1,3,3,1,4,3,1,3,1,3,4,3,3,2,60,2,11,0,2,1,2,2,2,5,5,1,1,1
433,1,2,1,0,2,2,1,2,3,2,3,3,1,1,2,3,2,3,1,1,1,1,1,1,1,1,3,30,0,3,1,3,1,3,2,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,3,4,3,3,3,3,2,4,3,2,3,2,3,3,3,2,3,2,2,3,3,3,3,3,2,2,3,3,3,2,3,3,2,2,3,3,60,2,11,0,3,1,2,2,2,5,9,1,1,1
434,1,1,1,0,2,2,1,3,2,2,2,3,2,2,3,2,2,3,3,2,2,1,2,3,1,1,30,30,0,4,1,1,1,4,1,1,1,1,1,1,2,1,1,4,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,3,3,4,3,3,2,3,3,3,4,3,3,4,3,4,3,3,4,3,2,4,3,3,3,4,2,3,3,3,2,2,3,4,3,4,3,60,1,4,1,3,1,1,3,2,6,9,1,1,1
435,1,2,1,0,2,2,1,2,3,2,1,2,2,2,4,3,2,4,3,2,3,2,2,1,2,1,0,10,0,1,1,1,1,3,2,2,2,1,1,1,1,1,1,3,2,1,2,1,1,2,2,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,3,2,3,3,2,2,3,3,2,3,3,2,2,3,2,3,2,3,2,2,3,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,60,1,8,0,1,1,1,2,2,6,16,1,2,5
